ST004D01T,IC177Q01JA,IC177Q02JA,IC177Q03JA,IC177Q04JA,IC177Q05JA,IC177Q06JA,IC177Q07JA,IC178Q01JA,IC178Q02JA,IC178Q03JA,IC178Q04JA,IC178Q05JA,IC178Q06JA,IC178Q07JA,AGE,PV1MATH,PV2MATH,PV3MATH,PV4MATH,PV5MATH,PV6MATH,PV7MATH,PV8MATH,PV9MATH,PV10MATH,PV1READ,PV2READ,PV3READ,PV4READ,PV5READ,PV6READ,PV7READ,PV8READ,PV9READ,PV10READ,PV1SCIE,PV2SCIE,PV3SCIE,PV4SCIE,PV5SCIE,PV6SCIE,PV7SCIE,PV8SCIE,PV9SCIE,PV10SCIE
2.0,,,,,,,,,,,,,,,15.83,354.404,364.276,293.888,323.297,275.893,306.44,352.988,328.787,368.161,313.448,327.026,341.026,333.613,301.602,303.369,321.025,312.158,326.933,355.191,276.604,413.275,403.004,364.404,360.482,327.391,285.988,423.741,362.725,416.761,343.612
1.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,15.75,419.541,446.632,418.887,406.836,437.204,419.84,433.262,387.144,406.874,397.433,427.111,559.625,479.598,531.911,396.094,524.785,375.672,407.139,344.099,447.797,457.675,479.47,434.154,450.139,420.367,462.283,460.797,406.088,420.189,450.353
1.0,2.0,,,,,,,,,,,,,,16.08,370.336,327.083,354.825,321.821,288.019,332.135,300.066,332.715,343.009,340.248,313.153,328.464,290.437,271.622,300.024,235.329,278.492,268.435,326.706,307.968,305.103,315.257,365.841,323.462,258.551,278.125,296.235,280.667,397.874,321.722
2.0,,,,,,,,,,,,,,,15.42,378.393,420.652,406.777,366.516,357.769,364.394,394.383,432.934,370.8,390.332,336.282,497.141,469.615,450.891,420.323,400.468,419.269,461.166,493.497,397.169,373.47,397.403,421.192,419.297,451.786,388.012,377.41,434.027,394.68,397.112
1.0,,,,,,,,,,,,,,,15.75,352.836,344.623,333.252,297.691,293.979,328.858,293.173,264.309,318.947,356.238,387.969,321.907,325.706,405.259,372.573,462.504,391.903,367.326,416.971,461.813,397.711,394.878,392.131,420.598,432.861,430.906,377.452,436.147,371.989,375.756
1.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,,,,,,,,15.42,404.857,441.495,427.138,444.423,459.452,402.34,432.616,479.963,420.659,455.743,431.29,402.457,514.715,529.665,474.951,446.621,459.582,488.697,474.845,527.609,450.825,453.707,436.858,470.631,485.214,435.645,454.301,522.488,463.611,475.98
2.0,,,,,,,,,,,,,,,15.5,486.344,511.407,460.717,448.486,502.34,515.791,502.564,472.674,497.816,523.692,463.611,509.773,430.438,484.545,504.284,444.216,519.249,483.718,454.123,534.212,523.499,565.226,501.518,522.737,501.169,556.797,510.352,502.15,546.777,561.166
2.0,3.0,3.0,2.0,2.0,3.0,2.0,1.0,4.0,3.0,2.0,2.0,4.0,2.0,2.0,15.33,489.002,475.529,478.335,524.397,494.466,464.699,464.1,507.204,474.013,482.433,440.047,533.332,480.138,503.839,533.564,519.218,459.703,451.535,536.457,518.746,512.089,488.389,466.364,527.426,504.508,482.672,460.271,464.223,479.336,503.49
2.0,6.0,6.0,1.0,3.0,3.0,3.0,3.0,6.0,6.0,4.0,4.0,4.0,4.0,4.0,16.08,359.771,357.149,386.347,402.551,350.174,384.494,364.724,396.933,386.264,369.886,359.01,373.363,471.802,436.707,342.856,389.44,297.912,372.642,326.754,289.981,421.557,402.247,407.477,463.859,366.819,413.829,386.057,461.549,440.964,402.945
2.0,,,,,,,,,,,,,,,15.33,322.595,341.346,321.535,337.296,359.245,333.834,363.977,315.165,302.126,324.664,348.956,398.034,419.614,237.626,362.036,342.442,410.499,324.692,319.757,396.035,349.533,370.513,417.994,390.774,408.745,382.558,418.751,406.882,349.567,410.241
2.0,,,,,,,,,,,,,,,15.67,257.651,205.278,225.882,226.623,294.008,333.296,185.926,218.941,223.042,246.145,344.788,283.69,295.594,335.702,299.569,295.038,269.566,330.917,326.724,278.752,312.029,186.675,327.085,210.052,277.218,317.567,223.501,261.085,239.849,244.186
2.0,,,,,,,,,,,,,,,15.5,353.337,366.567,389.388,339.676,350.354,386.688,349.862,367.656,386.551,380.707,328.932,349.091,394.774,369.521,366.733,356.181,343.241,375.217,357.875,339.39,340.83,333.956,326.351,362.678,365.29,420.054,350.067,387.71,378.35,334.303
2.0,3.0,3.0,4.0,3.0,3.0,6.0,2.0,4.0,5.0,4.0,3.0,5.0,4.0,4.0,15.75,447.306,432.448,476.318,435.926,464.76,412.977,425.996,445.511,500.293,456.556,420.737,475.126,406.076,415.08,487.093,415.879,470.307,502.216,523.877,508.92,460.629,442.495,437.274,440.469,447.045,463.96,457.981,426.999,501.42,445.851
2.0,,,,,,,,,,,,,,,15.5,406.677,426.319,370.801,394.256,418.492,408.825,428.04,407.272,428.503,364.59,447.904,443.874,433.502,432.697,499.191,425.787,392.397,475.116,533.011,407.023,426.689,461.712,412.88,468.402,446.975,428.99,446.314,440.409,478.906,397.026
2.0,2.0,3.0,3.0,4.0,5.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.92,488.846,460.521,409.24,464.065,465.502,488.867,414.724,472.294,463.941,466.899,437.966,448.132,423.309,429.462,475.831,448.743,461.851,416.668,456.752,415.355,524.343,440.307,460.666,538.459,500.446,459.082,526.463,575.473,539.903,512.146
1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,15.67,382.329,336.238,283.403,373.435,352.302,339.997,329.485,351.144,387.666,362.111,276.89,380.129,247.817,336.022,291.624,325.048,314.196,295.399,331.896,311.965,414.843,352.262,252.055,375.28,397.558,516.031,391.174,367.977,357.808,381.609
2.0,,,,,,,,,,,,,,,15.42,235.044,260.581,312.369,303.337,347.293,292.15,307.79,297.936,263.526,270.168,330.915,256.86,423.819,349.267,338.454,279.217,318.821,366.216,454.205,335.453,306.278,266.505,330.46,291.504,295.285,275.133,301.994,326.023,319.804,248.541
2.0,,,,,,,,,,,,,,,15.42,473.765,459.03,463.703,446.966,461.46,465.153,492.068,444.063,460.083,479.966,481.037,516.764,461.456,496.737,512.365,472.683,502.349,485.918,475.427,496.779,546.301,443.443,465.578,489.391,481.307,471.547,531.41,437.317,488.144,483.461
1.0,,,,,,,,,,,,,,,15.75,384.304,366.473,370.884,350.598,323.866,341.145,374.521,353.136,357.273,360.195,547.731,394.036,466.544,487.506,419.365,420.802,449.035,471.425,453.268,489.62,453.883,456.623,481.65,452.523,455.98,460.421,453.552,498.765,472.19,474.156
2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.67,403.757,382.801,366.176,429.246,422.883,366.56,409.599,348.86,412.404,427.473,383.349,377.026,354.364,393.985,325.268,329.974,345.206,295.632,369.991,409.441,432.433,426.805,413.503,451.524,483.234,412.557,441.201,420.523,425.714,417.887
2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,16.0,360.483,403.918,390.082,414.046,424.406,388.121,390.06,354.585,388.748,351.079,479.327,386.573,420.507,487.405,461.313,488.963,496.703,461.398,338.7,373.276,466.351,438.309,500.301,459.198,472.496,449.37,480.126,488.386,455.323,459.479
2.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,1.0,16.17,349.116,408.977,382.419,373.942,370.646,385.745,348.297,380.042,391.124,357.108,270.251,315.197,349.411,296.953,323.307,317.353,318.439,323.844,303.972,362.879,345.298,349.391,383.59,402.16,381.349,353.931,367.418,369.996,410.596,368.208
1.0,,,,,,,,,,,,,,,15.42,305.371,345.604,328.831,347.538,382.237,318.74,364.022,315.607,338.691,318.16,340.735,355.932,328.001,362.671,360.442,325.483,372.26,352.334,368.09,342.838,325.792,372.182,335.494,411.14,334.433,340.935,389.746,310.785,290.78,318.063
2.0,5.0,4.0,2.0,1.0,1.0,3.0,1.0,6.0,5.0,4.0,2.0,1.0,3.0,1.0,16.0,462.794,481.234,489.131,510.147,481.85,552.207,484.898,517.559,531.563,517.322,569.697,553.097,640.786,606.563,579.082,611.96,583.856,589.729,538.43,573.011,522.566,536.964,549.33,498.459,539.406,546.899,511.772,474.855,515.485,635.452
2.0,5.0,4.0,4.0,3.0,5.0,5.0,6.0,3.0,5.0,6.0,5.0,5.0,6.0,6.0,15.58,414.233,447.956,434.038,486.807,461.073,465.076,430.937,474.837,405.851,391.704,333.873,299.0,358.087,303.056,464.156,362.705,308.912,451.261,323.82,273.947,441.705,427.856,418.567,428.747,411.602,447.964,410.098,419.115,427.604,393.426
2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,15.33,360.078,261.068,304.806,345.221,303.584,235.342,311.317,299.234,281.091,356.382,287.133,334.149,297.134,260.962,347.536,326.962,307.499,323.704,293.637,354.331,423.776,391.731,375.997,391.531,367.156,420.594,397.961,396.503,316.545,462.0
2.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,1.0,16.08,508.502,528.614,498.993,527.767,516.326,452.269,499.558,477.535,509.511,500.64,534.777,557.656,516.19,515.178,511.821,530.625,517.636,489.566,539.662,526.44,502.893,484.202,480.303,506.661,506.067,479.463,440.677,434.251,493.471,469.69
2.0,,,,,,,,,,,,,,,16.17,344.28,408.644,462.144,358.884,400.543,349.072,353.225,396.448,409.887,372.516,345.194,353.945,349.44,377.119,358.33,357.322,311.958,381.733,389.993,354.941,435.211,436.961,408.809,457.272,433.332,386.148,321.173,415.348,495.205,422.068
2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,1.0,15.42,423.81,364.23,369.969,374.337,388.144,415.88,367.386,349.966,389.133,354.681,450.387,460.849,427.333,491.831,433.29,449.973,446.393,441.247,421.282,443.58,506.18,375.753,294.293,437.637,405.933,466.173,360.882,359.277,397.885,359.275
1.0,1.0,3.0,2.0,4.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,15.25,273.328,298.068,251.18,297.178,320.317,330.748,320.268,303.834,238.932,279.072,298.635,413.354,305.66,336.96,398.162,469.0,333.221,387.23,272.451,370.369,334.963,364.374,375.089,363.288,362.11,345.341,305.216,316.642,341.108,264.503
2.0,,,,,,,,,,,,,,,15.58,327.338,336.633,370.911,385.67,327.811,323.71,344.327,352.707,314.479,323.113,323.924,328.546,339.406,284.136,295.827,313.95,357.532,313.759,356.329,347.431,385.105,334.906,423.523,363.428,317.021,287.748,388.326,342.11,365.705,370.064
2.0,,,,,,,,,,,,,,,16.17,300.861,303.88,329.121,342.823,310.817,395.292,366.189,380.747,384.603,322.315,354.876,314.15,377.465,376.859,326.323,408.06,379.804,418.373,344.792,387.497,302.718,330.309,365.508,370.095,415.076,394.99,445.439,416.908,387.602,359.96
1.0,5.0,1.0,5.0,4.0,1.0,1.0,2.0,5.0,1.0,5.0,4.0,3.0,2.0,2.0,15.92,515.861,481.894,499.305,513.795,484.144,456.582,533.106,459.887,448.208,544.139,560.13,564.8,569.845,572.331,567.506,607.307,581.865,602.478,572.393,596.819,574.141,527.022,570.048,642.94,574.367,574.634,642.087,606.069,625.407,662.87
2.0,,,,,,,,,,,,,,,15.92,413.275,400.513,373.676,376.779,352.595,389.734,384.276,400.601,379.742,395.563,371.951,434.996,373.207,377.687,343.831,346.138,401.193,312.94,337.32,356.17,442.038,397.427,399.921,477.523,365.15,414.108,399.451,408.655,424.264,408.977
1.0,,,,,,,,,,,,,,,15.5,492.365,440.859,448.92,456.413,438.81,488.014,445.621,494.577,448.541,496.551,478.578,546.951,492.823,454.27,482.717,503.994,506.82,469.186,451.133,465.29,529.504,508.077,518.042,600.127,466.183,558.353,572.555,525.307,572.04,510.17
2.0,,,,,,,,,,,,,,,15.33,379.149,306.238,363.189,385.292,346.237,333.414,369.014,343.331,328.32,373.795,271.486,270.909,314.775,327.967,271.732,267.147,312.332,353.448,276.206,284.201,445.295,390.349,369.725,394.879,375.147,393.611,445.804,413.431,380.054,423.477
2.0,,,,,,,,,,,,,,,16.17,392.395,422.631,408.33,399.252,422.851,419.821,440.882,462.986,422.302,446.81,458.458,471.16,524.12,546.771,487.346,463.305,551.31,517.988,493.175,484.26,340.129,452.894,424.737,462.306,443.334,462.668,427.762,539.341,417.251,550.928
1.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,16.08,425.544,381.641,384.688,410.5,397.393,400.459,377.316,363.565,389.384,437.673,409.987,443.179,362.973,447.81,459.21,448.598,352.493,407.056,446.474,433.608,455.76,421.054,488.299,431.857,466.502,423.002,438.909,453.539,419.312,467.196
2.0,6.0,6.0,6.0,3.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,15.5,428.984,453.898,415.578,407.783,425.615,446.833,440.851,394.096,411.439,425.149,432.557,433.752,390.644,461.41,434.552,543.888,406.703,452.423,338.454,464.542,451.717,437.013,439.797,461.179,422.445,478.898,439.919,412.182,434.304,450.499
1.0,5.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,15.5,554.566,518.433,526.076,526.245,521.5,511.278,539.677,513.713,501.349,523.397,598.011,529.277,531.201,555.915,516.064,542.54,550.489,550.669,570.342,485.92,560.86,568.483,567.183,555.838,538.619,565.22,568.551,547.629,530.019,585.46
2.0,4.0,,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,15.5,407.038,412.772,405.91,382.426,437.807,389.984,388.593,421.639,418.433,403.768,322.129,411.384,429.509,313.397,400.276,394.275,353.48,341.451,320.112,337.986,417.366,457.138,405.193,377.75,402.585,406.508,424.753,417.27,401.924,393.682
1.0,1.0,6.0,5.0,3.0,5.0,2.0,1.0,1.0,6.0,5.0,3.0,6.0,2.0,2.0,15.75,470.225,411.102,449.519,466.804,485.538,425.294,457.353,476.11,453.901,377.038,568.824,457.432,505.258,580.944,590.471,537.645,588.375,564.897,515.381,522.74,555.813,486.295,545.054,531.839,560.861,488.026,598.785,533.763,509.33,495.739
1.0,,,,,,,,,,,,,,,15.75,365.63,441.334,387.635,418.678,384.788,411.015,389.15,404.228,399.868,392.459,371.314,446.767,377.356,420.692,415.178,484.022,426.521,438.262,396.906,376.084,381.105,458.285,384.888,407.028,357.668,377.718,439.337,401.334,349.585,368.779
2.0,4.0,4.0,3.0,1.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,16.17,451.278,453.022,420.721,494.066,491.896,490.464,442.048,447.555,425.924,451.194,462.786,515.585,463.277,489.376,480.076,480.918,443.245,471.111,510.996,524.606,469.232,528.253,421.018,484.093,507.155,504.04,483.984,456.203,468.911,471.171
2.0,3.0,3.0,5.0,4.0,1.0,2.0,2.0,3.0,5.0,6.0,3.0,1.0,1.0,2.0,15.92,452.37,461.594,490.105,500.563,494.747,533.967,478.991,504.154,484.796,496.572,501.687,527.412,500.0,536.6,501.961,597.236,483.283,540.835,495.579,505.813,512.657,531.574,527.035,504.399,523.206,591.58,458.286,502.098,477.571,536.55
1.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,16.0,338.997,404.448,354.284,395.815,327.544,371.355,347.344,382.566,339.548,372.214,383.17,405.615,475.522,411.776,524.906,429.961,452.092,439.113,418.564,391.666,387.092,408.506,372.095,369.958,415.468,350.511,386.832,391.648,370.768,402.223
1.0,,,,,,,,,,,,,,,15.92,347.185,376.816,390.864,440.066,394.598,374.04,402.488,340.187,401.843,340.449,479.651,431.119,476.684,438.011,490.189,475.276,468.793,446.295,446.497,437.117,345.369,375.145,397.206,450.227,370.611,439.381,347.319,434.396,365.157,368.832
2.0,3.0,6.0,6.0,6.0,,,,6.0,6.0,6.0,6.0,,,,16.0,390.467,408.569,391.189,416.096,443.484,402.091,409.819,393.055,407.989,352.667,491.488,489.586,415.809,472.871,465.93,424.551,396.011,414.597,449.073,425.112,422.558,440.469,469.532,424.676,477.76,438.544,406.098,480.221,457.168,365.161
2.0,,,,,,,,,,,,,,,16.0,441.464,404.698,447.119,401.484,429.11,379.545,413.174,417.664,383.973,433.611,376.883,450.558,434.795,434.962,406.519,427.322,269.57,437.454,354.767,464.006,504.719,479.547,510.916,485.133,479.611,475.037,470.177,480.344,446.089,523.15
1.0,3.0,3.0,3.0,4.0,1.0,3.0,3.0,,,,,,,,15.58,285.586,327.076,310.978,330.03,343.496,351.189,330.91,305.386,280.603,343.775,350.645,385.99,393.158,349.618,365.753,348.773,388.98,362.559,404.31,333.274,360.619,368.736,387.246,389.865,385.078,385.003,358.937,367.315,382.307,340.139
2.0,,,,,,,,,,,,,,,15.92,458.836,468.876,392.734,426.924,421.669,437.159,458.778,433.247,418.007,382.905,422.417,449.02,448.346,453.086,448.537,481.737,474.908,414.961,424.001,437.378,488.046,502.449,421.053,439.225,445.1,466.248,482.348,446.255,437.767,445.256
1.0,,,,,,,,,,,,,,,15.83,291.745,348.346,382.363,341.015,360.295,315.691,312.009,269.234,335.819,248.542,222.153,253.659,277.619,291.961,294.981,280.229,241.978,257.241,224.686,229.763,335.474,323.516,380.644,357.361,332.487,351.285,388.123,354.483,437.667,296.518
2.0,,,,,,,,,,,,,,,15.33,411.533,422.555,434.027,442.041,435.862,399.196,442.56,416.972,413.45,435.444,403.465,361.811,454.005,349.066,418.78,409.256,412.209,395.865,423.003,346.006,434.967,454.289,460.98,429.771,468.59,471.575,461.087,482.866,441.835,487.859
2.0,,,,,,,,,,,,,,,15.33,256.83,302.901,313.324,271.92,319.594,273.267,316.314,325.538,350.101,329.318,366.436,343.473,314.274,357.097,394.454,326.75,383.805,378.836,352.86,368.982,336.853,342.011,328.699,383.182,383.986,373.337,405.895,355.947,375.52,375.909
2.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,15.25,359.033,284.234,294.446,283.88,298.282,315.508,349.897,312.971,326.679,308.732,392.53,303.979,329.535,409.015,314.394,300.348,348.036,310.889,332.831,302.5,360.518,314.826,339.732,324.918,312.637,318.167,379.104,351.966,342.638,370.836
1.0,3.0,5.0,5.0,3.0,4.0,4.0,3.0,,,,,,,,15.58,413.124,391.028,412.275,442.361,371.658,410.051,390.537,429.505,428.064,369.264,470.166,473.707,431.373,375.872,393.658,346.817,432.792,439.631,482.797,328.361,552.388,500.993,527.992,542.68,478.988,530.905,516.578,506.905,550.328,484.38
1.0,,,,,,,,,,,,,,,15.67,294.113,294.661,339.737,302.077,303.045,267.706,371.316,324.494,350.707,321.434,395.549,380.1,446.732,316.29,366.529,413.371,424.773,344.355,411.776,378.314,327.099,338.52,354.725,323.921,361.657,382.193,394.536,410.517,415.874,370.209
2.0,,,,,,,,,,,,,,,15.25,312.399,299.356,309.404,298.976,252.757,340.302,258.133,283.846,285.282,285.404,232.347,344.951,270.065,232.875,284.514,317.796,272.514,220.623,222.015,294.307,310.0,317.76,314.397,263.261,211.319,290.455,277.932,303.693,260.462,321.489
2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,15.33,360.919,260.026,312.137,402.722,392.58,344.426,354.127,365.588,376.936,390.509,335.449,352.656,331.338,385.899,392.383,320.866,349.167,337.307,347.392,348.313,417.118,330.181,441.33,496.369,484.755,383.97,382.599,455.523,377.677,520.286
2.0,,,,,,,,,,,,,,,15.25,379.321,304.703,350.7,293.266,333.581,314.53,358.673,359.742,334.22,369.771,332.465,224.347,294.165,305.696,296.391,334.863,295.129,305.299,301.715,308.548,314.918,315.166,346.367,272.365,322.118,254.993,300.323,272.311,299.701,313.586
1.0,,,,,,,,,,,,,,,15.5,354.913,357.951,367.578,358.368,304.239,404.033,322.563,361.018,360.895,358.259,424.707,445.658,412.199,367.772,367.016,381.116,348.128,458.781,378.325,406.292,370.479,407.682,379.738,383.659,425.662,361.933,388.482,407.841,431.486,434.762
2.0,3.0,6.0,2.0,1.0,3.0,1.0,3.0,3.0,6.0,3.0,4.0,1.0,1.0,4.0,16.0,316.516,322.931,316.236,382.663,391.469,347.596,327.034,303.928,358.717,352.517,398.675,195.589,349.39,297.031,324.106,288.172,271.595,271.844,326.234,317.794,415.176,448.495,439.68,465.208,439.998,421.957,443.071,434.378,454.505,475.516
2.0,,,,,,,,,,,,,,,16.08,296.984,273.656,324.283,307.234,267.392,356.298,321.679,318.82,325.495,281.236,367.284,353.219,428.613,362.278,377.498,372.021,389.734,305.176,335.7,295.258,368.71,294.283,343.042,321.544,272.464,408.483,289.815,321.271,348.749,291.96
1.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,,,,,15.5,314.158,338.349,290.952,301.648,332.548,298.198,310.069,294.478,299.871,369.808,245.781,358.085,314.746,315.251,298.653,263.425,280.171,278.637,233.873,275.281,345.271,383.354,362.36,393.012,378.752,382.318,332.957,346.79,335.001,434.893
1.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,16.17,482.215,479.135,453.308,485.326,500.687,474.432,466.52,469.469,469.587,474.557,521.058,514.156,538.706,530.781,521.868,551.021,505.583,523.523,518.017,531.6,482.431,465.916,474.942,444.722,488.038,462.922,478.019,402.132,477.949,459.396
2.0,6.0,6.0,2.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,1.0,3.0,2.0,1.0,15.67,357.914,301.469,409.825,369.012,372.317,399.826,339.427,404.86,393.577,403.556,405.999,394.166,434.423,448.867,419.433,371.226,432.104,418.952,422.153,399.521,442.024,410.102,461.087,480.48,488.341,457.233,413.474,452.579,477.459,444.249
1.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,15.25,366.489,330.311,318.732,305.578,378.413,369.073,330.915,336.553,375.855,298.529,452.498,403.896,347.516,481.119,389.792,460.581,475.084,434.689,469.246,459.73,384.893,355.415,387.948,358.527,371.557,427.313,405.964,363.54,436.653,345.348
2.0,,,,,,,,,,,,,,,15.42,249.439,241.843,212.037,236.41,265.666,220.781,273.392,222.963,218.538,247.5,228.89,206.081,201.89,229.745,210.623,201.128,269.389,191.789,217.856,199.499,221.48,262.382,241.384,251.85,270.901,292.677,295.869,244.521,235.774,274.197
1.0,,,,,,,,4.0,4.0,4.0,2.0,4.0,1.0,1.0,15.33,406.483,461.698,435.938,432.972,497.668,407.623,442.851,469.159,433.562,513.17,589.938,550.405,580.524,617.773,570.93,602.481,575.269,574.868,553.096,578.076,511.879,559.575,491.089,540.323,541.536,573.16,563.979,586.203,544.604,538.354
1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,16.08,289.665,273.408,297.501,334.824,357.297,292.6,294.538,313.89,360.068,288.416,321.492,351.412,367.79,357.611,353.575,357.874,350.504,379.818,357.047,376.642,363.202,342.933,343.825,369.001,375.387,285.048,338.134,395.649,328.769,361.044
1.0,1.0,6.0,6.0,3.0,1.0,5.0,3.0,1.0,6.0,6.0,,3.0,6.0,5.0,16.0,368.701,315.071,317.409,390.663,366.735,344.837,318.159,362.922,328.26,336.783,348.505,315.507,339.789,330.771,366.628,341.544,349.077,349.959,305.297,313.903,324.326,328.913,331.192,369.041,402.303,410.118,302.095,300.142,354.013,315.604
1.0,,,,,,,,,,,,,,,15.42,371.916,405.055,321.343,320.411,298.86,336.815,339.883,332.134,299.649,357.177,363.363,382.491,345.594,352.769,341.43,302.273,336.973,370.507,369.504,326.563,426.44,422.701,397.142,363.753,351.948,346.569,369.683,351.261,359.333,358.43
1.0,2.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,1.0,1.0,2.0,2.0,15.67,449.901,439.766,482.974,501.217,472.318,495.66,462.157,478.954,479.993,445.896,608.146,495.375,583.712,546.111,634.425,568.883,648.852,597.66,619.206,498.765,530.372,483.353,462.931,479.749,500.205,548.309,495.058,496.75,461.368,483.677
2.0,,,,,,,,,,,,,,,15.58,269.397,328.572,295.385,257.309,301.025,285.898,294.544,228.082,265.867,339.65,140.444,290.014,280.929,289.162,217.265,314.278,244.981,133.6,275.698,299.676,268.869,348.333,289.312,299.572,314.556,294.798,300.209,253.875,287.391,337.5
2.0,,,,,,,,,,,,,,,15.5,292.037,316.634,253.516,280.574,309.138,302.5,259.44,281.951,259.855,281.961,275.258,286.577,332.007,286.764,292.134,269.821,295.154,282.547,275.274,307.384,253.394,211.081,267.745,277.262,337.681,207.83,301.876,207.038,260.823,240.956
1.0,2.0,6.0,3.0,3.0,6.0,2.0,5.0,2.0,,2.0,3.0,6.0,3.0,6.0,15.42,356.508,389.337,355.172,355.322,364.91,382.73,397.51,353.173,383.082,385.059,360.078,307.045,299.624,247.757,350.086,361.763,321.997,251.586,245.941,335.025,302.033,373.825,348.654,347.551,347.078,345.453,353.656,324.923,318.437,319.815
2.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,16.0,431.301,391.016,414.227,446.669,416.297,435.426,439.026,481.008,422.454,391.069,454.221,400.787,457.052,410.177,427.077,393.71,434.632,501.723,421.961,391.327,491.706,463.821,491.75,500.569,455.394,437.492,455.39,421.689,451.225,440.536
1.0,,,,,,,,,,,,,,,15.5,360.975,423.652,399.969,382.004,419.825,397.515,429.793,424.774,369.658,401.577,445.559,406.294,407.107,384.83,461.153,457.084,433.636,472.471,438.957,438.742,416.584,380.62,424.521,428.415,482.801,398.867,396.959,466.133,451.682,360.016
